drug_name	disease_name	label	source
flurbiprofen	osteoarthritis susceptibility 2	1	positive
flurbiprofen	osteoarthritis susceptibility 3	1	positive
flurbiprofen	progressive pseudorheumatoid arthropathy of childhood	1	positive
flurbiprofen	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	1	positive
flutamide	prostate cancer, hereditary	1	positive
fluticasone propionate	asthma, nasal polyps, and aspirin intolerance	1	positive
fluticasone propionate	inherited susceptibility to asthma	1	positive
fluvastatin	hypercholesterolemia, autosomal dominant, type b	1	positive
fluvoxamine	panic disorder 1	1	positive
fondaparinux	thrombophilia due to thrombin defect	1	positive
formoterol	asthma, nasal polyps, and aspirin intolerance	1	positive
formoterol	berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification	1	positive
formoterol	inherited susceptibility to asthma	1	positive
fosinopril	autosomal dominant progressive nephropathy with hypertension	1	positive
fosinopril	hypoparathyroidism-deafness-renal disease syndrome	1	positive
fosinopril	obsolete hypertension, diastolic, resistance to	1	positive
fosphenytoin	convulsive disorder, familial, with prenatal or early onset	1	positive
fosphenytoin	hyperphosphatemia, polyuria, and seizures	1	positive
fulvestrant	hereditary breast carcinoma	1	positive
fumaric acid	irida syndrome	1	positive
furosemide	autosomal dominant progressive nephropathy with hypertension	1	positive
furosemide	berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification	1	positive
furosemide	chylous ascites	1	positive
furosemide	enteropathy, familial, with villous edema and immunoglobulin g2 deficiency	1	positive
furosemide	greenberg dysplasia	1	positive
furosemide	hypercalcemia, infantile, 1	1	positive
furosemide	hypoparathyroidism-deafness-renal disease syndrome	1	positive
furosemide	mitochondrial dna depletion syndrome 4a	1	positive
furosemide	multicentric carpo-tarsal osteolysis with or without nephropathy	1	positive
furosemide	nephrotic syndrome, type 4	1	positive
furosemide	obsolete hypertension, diastolic, resistance to	1	positive
gabapentin	ataxia with myoclonic epilepsy and presenile dementia	1	positive
gabapentin	epilepsy, childhood absence, susceptibility to, 1	1	positive
gabapentin	epilepsy, idiopathic generalized, susceptibility to, 11	1	positive
gabapentin	epilepsy, idiopathic generalized, susceptibility to, 7	1	positive
gabapentin	epilepsy, idiopathic generalized, susceptibility to, 9	1	positive
gabapentin	epilepsy, juvenile absence, susceptibility to, 1	1	positive
gabapentin	epilepsy, x-linked 1, with variable learning disabilities and behavior disorders	1	positive
gabapentin	febrile seizures, familial, 8	1	positive
gabapentin	hyperhidrosis palmaris et plantaris	1	positive
gabapentin	insensitivity to pain with hyperplastic myelinopathy	1	positive
gabapentin	migraine with or without aura, susceptibility to, 1	1	positive
gabapentin	optic atrophy, hearing loss, and peripheral neuropathy, autosomal dominant	1	positive
gabapentin	restless legs syndrome, susceptibility to, 1	1	positive
gabapentin	retinal degeneration and epilepsy	1	positive
gabapentin	rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	1	positive
gabapentin	tremor, hereditary essential, 1	1	positive
galantamine	alzheimer disease type 1	1	positive
galantamine	alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology	1	positive
galantamine	dementia/parkinsonism with non-alzheimer amyloid plaques	1	positive
gemcitabine	dilated mediastinal arteries	1	positive
gemcitabine	hereditary breast carcinoma	1	positive
gemcitabine	nonpapillary renal cell carcinoma	1	positive
gemfibrozil	hypercholesterolemia, autosomal dominant, type b	1	positive
gemfibrozil	pancreatitis, sclerosing cholangitis, and sicca complex	1	positive
glatiramer	multiple sclerosis, susceptibility to 1	1	positive
glimepiride	maturity-onset diabetes of the young type 1	1	positive
glimepiride	maturity-onset diabetes of the young type 2	1	positive
glimepiride	maturity-onset diabetes of the young type 3	1	positive
glipizide	maturity-onset diabetes of the young type 1	1	positive
glipizide	maturity-onset diabetes of the young type 2	1	positive
glipizide	maturity-onset diabetes of the young type 3	1	positive
glucosamine	osteoarthritis susceptibility 1	1	positive
glucosamine	osteoarthritis susceptibility 2	1	positive
glucosamine	osteoarthritis susceptibility 3	1	positive
glucosamine	progressive pseudorheumatoid arthropathy of childhood	1	positive
glucosamine	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	1	positive
glyburide	maturity-onset diabetes of the young type 1	1	positive
glyburide	maturity-onset diabetes of the young type 2	1	positive
glyburide	maturity-onset diabetes of the young type 3	1	positive
gonadorelin	hypogonadotropic hypogonadism 7 with or without anosmia	1	positive
goserelin	endometriosis, susceptibility to, 1	1	positive
goserelin	hereditary breast carcinoma	1	positive
goserelin	prostate cancer, hereditary	1	positive
goserelin	prostate cancer, hereditary, 1	1	positive
granisetron	hyperthermia, cutaneous, with headaches and nausea	1	positive
guanadrel	autosomal dominant progressive nephropathy with hypertension	1	positive
guanadrel	obsolete hypertension, diastolic, resistance to	1	positive
guanethidine	autosomal dominant progressive nephropathy with hypertension	1	positive
guanethidine	obsolete hypertension, diastolic, resistance to	1	positive
guanfacine	autosomal dominant progressive nephropathy with hypertension	1	positive
guanfacine	hereditary attention deficit-hyperactivity disorder	1	positive
guanfacine	obsolete hypertension, diastolic, resistance to	1	positive
guanidine	branchial myoclonus with spastic paraparesis and cerebellar ataxia	1	positive
guanidine	cranial nerves, recurrent paresis of	1	positive
guanidine	spastic paraparesis-deafness syndrome	1	positive
haloperidol	lewy body dementia	1	positive
haloperidol	spastic paraplegia, optic atrophy, and dementia	1	positive
heparin	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	1	positive
heparin	melas syndrome	1	positive
heparin	obsolete susceptibility to ischemic stroke	1	positive
hydralazine	autosomal dominant progressive nephropathy with hypertension	1	positive
hydralazine	essential hypertension, genetic	1	positive
hydralazine	obsolete hypertension, diastolic, resistance to	1	positive
hydrochlorothiazide	acroosteolysis dominant type	1	positive
hydrochlorothiazide	autosomal dominant progressive nephropathy with hypertension	1	positive
hydrochlorothiazide	chylous ascites	1	positive
hydrochlorothiazide	enteropathy, familial, with villous edema and immunoglobulin g2 deficiency	1	positive
hydrochlorothiazide	greenberg dysplasia	1	positive
hydrochlorothiazide	neurohypophyseal diabetes insipidus	1	positive
hydrochlorothiazide	obsolete hypertension, diastolic, resistance to	1	positive
hydrocodone	hereditary sensory and autonomic neuropathy type 1b	1	positive
hydrocodone	insensitivity to pain with hyperplastic myelinopathy	1	positive
hydrocortisone	dermatosis papulosa nigra	1	positive
hydrocortisone	grubben-de cock-borghgraef syndrome	1	positive
hydrocortisone	otitis media, susceptibility to	1	positive
hydromorphone	hereditary sensory and autonomic neuropathy type 1b	1	positive
hydromorphone	insensitivity to pain with hyperplastic myelinopathy	1	positive
hydroxyurea	dilated mediastinal arteries	1	positive
hydroxyurea	melanoma, cutaneous malignant, susceptibility to, 1	1	positive
hydroxyurea	melanoma, cutaneous malignant, susceptibility to, 2	1	positive
hydroxyurea	mismatch repair cancer syndrome 1	1	positive
hydroxyurea	nonpapillary renal cell carcinoma	1	positive
hydroxyurea	thrombocythemia 1	1	positive
hydroxyzine	hyperthermia, cutaneous, with headaches and nausea	1	positive
hydroxyzine	insensitivity to pain with hyperplastic myelinopathy	1	positive
hyoscyamine	acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome	1	positive
hyoscyamine	enterocolitis	1	positive
hyoscyamine	hyperhidrosis palmaris et plantaris	1	positive
hyoscyamine	pelger-huet-like anomaly and episodic fever with abdominal pain	1	positive
hyoscyamine	tremor-nystagmus-duodenal ulcer syndrome	1	positive
ibandronate	acroosteolysis dominant type	1	positive
ibuprofen	hyperthermia, cutaneous, with headaches and nausea	1	positive
ibuprofen	insensitivity to pain with hyperplastic myelinopathy	1	positive
ibuprofen	legg-calve-perthes disease	1	positive
ibuprofen	osteoarthritis susceptibility 1	1	positive
ibuprofen	osteoarthritis susceptibility 2	1	positive
ibuprofen	osteoarthritis susceptibility 3	1	positive
ibuprofen	peripheral motor neuropathy-dysautonomia syndrome	1	positive
ibuprofen	progressive pseudorheumatoid arthropathy of childhood	1	positive
ibuprofen	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	1	positive
ibutilide	atrial fibrillation, familial, 1	1	positive
ibutilide	atrial fibrillation, familial, 3	1	positive
idarubicin	dohle bodies and leukemia	1	positive
idarubicin	lymphoblastic leukemia, acute, with lymphomatous features	1	positive
ifosfamide	b-cell chronic lymphocytic leukemia	1	positive
ifosfamide	classic hodgkin lymphoma	1	positive
ifosfamide	leukemia, chronic lymphocytic, susceptibility to, 2	1	positive
ifosfamide	lymphoblastic leukemia, acute, with lymphomatous features	1	positive
ifosfamide	mismatch repair cancer syndrome 1	1	positive
iloprost	autosomal dominant progressive nephropathy with hypertension	1	positive
iloprost	essential hypertension, genetic	1	positive
iloprost	obsolete hypertension, diastolic, resistance to	1	positive
iloprost	pulmonary hypertension, primary, 1	1	positive
imatinib	lymphoblastic leukemia, acute, with lymphomatous features	1	positive
imatinib	mismatch repair cancer syndrome 1	1	positive
imatinib	myeloproliferative disorder, chronic, with eosinophilia	1	positive
imipramine	enuresis, nocturnal, 1	1	positive
imipramine	hereditary attention deficit-hyperactivity disorder	1	positive
imipramine	insensitivity to pain with hyperplastic myelinopathy	1	positive
imipramine	nocturnal enuresis, 2	1	positive
imipramine	panic disorder 1	1	positive
imiquimod	diffuse idiopathic skeletal hyperostosis	1	positive
indapamide	autosomal dominant progressive nephropathy with hypertension	1	positive
indapamide	enteropathy, familial, with villous edema and immunoglobulin g2 deficiency	1	positive
indapamide	greenberg dysplasia	1	positive
indapamide	nephrotic syndrome, type 4	1	positive
indapamide	obsolete hypertension, diastolic, resistance to	1	positive
indomethacin	bartter disease type 4a	1	positive
indomethacin	exostoses-anetodermia-brachydactyly type e syndrome	1	positive
indomethacin	gitelman syndrome	1	positive
indomethacin	insensitivity to pain with hyperplastic myelinopathy	1	positive
indomethacin	letterer-siwe disease	1	positive
indomethacin	migraine with or without aura, susceptibility to, 1	1	positive
indomethacin	obsolete exostoses of heel	1	positive
indomethacin	osteoarthritis susceptibility 1	1	positive
indomethacin	osteoarthritis susceptibility 2	1	positive
indomethacin	osteoarthritis susceptibility 3	1	positive
indomethacin	progressive pseudorheumatoid arthropathy of childhood	1	positive
indomethacin	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	1	positive
ipratropium	asthma, nasal polyps, and aspirin intolerance	1	positive
ipratropium	berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification	1	positive
ipratropium	inherited susceptibility to asthma	1	positive
irbesartan	autosomal dominant progressive nephropathy with hypertension	1	positive
irbesartan	hypoparathyroidism-deafness-renal disease syndrome	1	positive
irbesartan	maturity-onset diabetes of the young type 1	1	positive
irbesartan	maturity-onset diabetes of the young type 2	1	positive
irbesartan	maturity-onset diabetes of the young type 3	1	positive
irbesartan	obsolete hypertension, diastolic, resistance to	1	positive
irinotecan	dohle bodies and leukemia	1	positive
irinotecan	leukemia, acute myelocytic, with polyposis coli and colon cancer	1	positive
irinotecan	mismatch repair cancer syndrome 1	1	positive
isoetharine	asthma, nasal polyps, and aspirin intolerance	1	positive
isoetharine	berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification	1	positive
isoetharine	inherited susceptibility to asthma	1	positive
isoleucine	bonnemann-meinecke-reich syndrome	1	positive
isoleucine	encephalopathy, axonal, with necrotizing myopathy, cardiomyopathy, and cataracts	1	positive
isoleucine	familial acute necrotizing encephalopathy	1	positive
isoleucine	peripheral neuropathy, ataxia, focal necrotizing encephalopathy, and spongy degeneration of brain	1	positive
isoprenaline	asthma, nasal polyps, and aspirin intolerance	1	positive
isoprenaline	inherited susceptibility to asthma	1	positive
isoprenaline	ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	1	positive
isosorbide dinitrate	autosomal dominant progressive nephropathy with hypertension	1	positive
isosorbide dinitrate	coronary artery disease, autosomal dominant, 1	1	positive
isosorbide dinitrate	gastroesophageal reflux disease	1	positive
isosorbide dinitrate	pulmonary hypertension, primary, 1	1	positive
isosorbide mononitrate	coronary artery disease, autosomal dominant, 1	1	positive
isosorbide mononitrate	gastroesophageal reflux disease	1	positive
isotretinoin	pyogenic arthritis-pyoderma gangrenosum-acne syndrome	1	positive
isradipine	autosomal dominant progressive nephropathy with hypertension	1	positive
isradipine	obsolete hypertension, diastolic, resistance to	1	positive
isradipine	raynaud disease	1	positive
itraconazole	candidiasis, familial, 1	1	positive
itraconazole	leishmaniasis, tegumentary, susceptibility to	1	positive
itraconazole	onychotrichodysplasia and neutropenia	1	positive
itraconazole	predisposition to invasive fungal disease due to card9 deficiency	1	positive
ketamine	insensitivity to pain with hyperplastic myelinopathy	1	positive
ketoprofen	hyperthermia, cutaneous, with headaches and nausea	1	positive
ketoprofen	osteoarthritis susceptibility 1	1	positive
ketoprofen	osteoarthritis susceptibility 2	1	positive
ketoprofen	osteoarthritis susceptibility 3	1	positive
ketoprofen	progressive pseudorheumatoid arthropathy of childhood	1	positive
ketoprofen	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	1	positive
ketorolac	ifap syndrome 1, with or without bresheck syndrome	1	positive
ketorolac	insensitivity to pain with hyperplastic myelinopathy	1	positive
labetalol	autosomal dominant progressive nephropathy with hypertension	1	positive
labetalol	blepharophimosis, ptosis, and epicanthus inversus syndrome	1	positive
labetalol	mvp1	1	positive
labetalol	obsolete hypertension, diastolic, resistance to	1	positive
labetalol	pheochromocytoma	1	positive
lamotrigine	acromegaloid changes, cutis verticis gyrata, and corneal leukoma	1	positive
lamotrigine	convulsive disorder, familial, with prenatal or early onset	1	positive
lamotrigine	hyperphosphatemia, polyuria, and seizures	1	positive
lamotrigine	schizophrenia	1	positive
lansoprazole	helicobacter pylori infection, susceptibility to	1	positive
lansoprazole	tremor-nystagmus-duodenal ulcer syndrome	1	positive
lapatinib	hereditary breast carcinoma	1	positive
lapatinib	mismatch repair cancer syndrome 1	1	positive
latanoprost	autosomal dominant progressive nephropathy with hypertension	1	positive
latanoprost	glaucoma 1, open angle, a	1	positive
latanoprost	glaucoma type 1c	1	positive
letrozole	hereditary breast carcinoma	1	positive
leucovorin	bone osteosarcoma	1	positive
leucovorin	colorectal cancer	1	positive
leucovorin	pronation-supination of the forearm, impairment of	1	positive
leuprolide	benign prostatic hyperplasia	1	positive
leuprolide	endometriosis, susceptibility to, 1	1	positive
leuprolide	polyps, multiple and recurrent inflammatory fibroid, gastrointestinal	1	positive
leuprolide	prostate cancer, hereditary	1	positive
leuprolide	prostate cancer, hereditary, 1	1	positive
leuprolide	pyogenic arthritis-pyoderma gangrenosum-acne syndrome	1	positive
leuprolide	uterine corpus leiomyoma	1	positive
levamisole	mismatch repair cancer syndrome 1	1	positive
levetiracetam	convulsive disorder, familial, with prenatal or early onset	1	positive
levetiracetam	epilepsy, childhood absence, susceptibility to, 1	1	positive
levetiracetam	epilepsy, idiopathic generalized, susceptibility to, 11	1	positive
levetiracetam	epilepsy, idiopathic generalized, susceptibility to, 7	1	positive
levetiracetam	epilepsy, idiopathic generalized, susceptibility to, 9	1	positive
levetiracetam	epilepsy, juvenile absence, susceptibility to, 1	1	positive
levetiracetam	epilepsy, x-linked 1, with variable learning disabilities and behavior disorders	1	positive
levetiracetam	febrile seizures, familial, 8	1	positive
levetiracetam	hyperphosphatemia, polyuria, and seizures	1	positive
levetiracetam	rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	1	positive
levobunolol	autosomal dominant progressive nephropathy with hypertension	1	positive
levobunolol	bernard-soulier syndrome	1	positive
levobunolol	glanzmann thrombasthenia 1	1	positive
levobunolol	glaucoma 1, open angle, a	1	positive
levobunolol	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	1	positive
levobupivacaine	insensitivity to pain with hyperplastic myelinopathy	1	positive
levodopa	paralysis agitans, juvenile, of hunt	1	positive
levodopa	restless legs syndrome, susceptibility to, 1	1	positive
levofloxacin	asthma, nasal polyps, and aspirin intolerance	1	positive
levofloxacin	otitis media, susceptibility to	1	positive
levonorgestrel	endometriosis, susceptibility to, 1	1	positive
levonorgestrel	polycystic ovary syndrome	1	positive
levonorgestrel	uterine anomalies	1	positive
levothyroxine	goiter, multinodular 1, with or without sertoli-leydig cell tumors	1	positive
levothyroxine	graves disease, susceptibility to, 1	1	positive
lidocaine	insensitivity to pain with hyperplastic myelinopathy	1	positive
liothyronine	goiter, multinodular 1, with or without sertoli-leydig cell tumors	1	positive
liothyronine	graves disease, susceptibility to, 1	1	positive
liothyronine	hashimoto thyroiditis	1	positive
lisdexamfetamine	asperger syndrome, x-linked, susceptibility to, 1	1	positive
lisdexamfetamine	hereditary attention deficit-hyperactivity disorder	1	positive
lisinopril	autosomal dominant progressive nephropathy with hypertension	1	positive
lisinopril	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	1	positive
lisinopril	coronary artery disease, autosomal dominant, 1	1	positive
lisinopril	hypoparathyroidism-deafness-renal disease syndrome	1	positive
lisinopril	obsolete hypertension, diastolic, resistance to	1	positive
lithium cation	schizophrenia	1	positive
lorazepam	inherited torticollis	1	positive
lorazepam	panic disorder 1	1	positive
lorazepam	peripheral motor neuropathy-dysautonomia syndrome	1	positive
losartan	autosomal dominant progressive nephropathy with hypertension	1	positive
losartan	essential hypertension, genetic	1	positive
losartan	hypoparathyroidism-deafness-renal disease syndrome	1	positive
losartan	obsolete hypertension, diastolic, resistance to	1	positive
lovastatin	coronary artery disease, autosomal dominant, 1	1	positive
lovastatin	hypercholesterolemia, autosomal dominant, type b	1	positive
magnesium cation	gastroesophageal reflux disease	1	positive
magnesium cation	tremor-nystagmus-duodenal ulcer syndrome	1	positive
magnesium sulfate	convulsive disorder, familial, with prenatal or early onset	1	positive
magnesium sulfate	dyschondrosteosis-nephritis syndrome	1	positive
magnesium sulfate	hyperphosphatemia, polyuria, and seizures	1	positive
magnesium sulfate	preeclampsia/eclampsia 1	1	positive
magnesium sulfate	renal hypomagnesemia 5 with ocular involvement	1	positive
masoprocol	diffuse idiopathic skeletal hyperostosis	1	positive
mecamylamine	autosomal dominant progressive nephropathy with hypertension	1	positive
mecamylamine	essential hypertension, genetic	1	positive
mecamylamine	obsolete hypertension, diastolic, resistance to	1	positive
mecamylamine	tourette syndrome	1	positive
meclofenamic acid	insensitivity to pain with hyperplastic myelinopathy	1	positive
medroxyprogesterone acetate	acroosteolysis dominant type	1	positive
medroxyprogesterone acetate	dilated mediastinal arteries	1	positive
medroxyprogesterone acetate	endometriosis, susceptibility to, 1	1	positive
medroxyprogesterone acetate	nonpapillary renal cell carcinoma	1	positive
medroxyprogesterone acetate	uterine anomalies	1	positive
megestrol acetate	autoimmune disease	1	positive
megestrol acetate	hereditary breast carcinoma	1	positive
megestrol acetate	uterine anomalies	1	positive
meloxicam	exostoses-anetodermia-brachydactyly type e syndrome	1	positive
meloxicam	osteoarthritis susceptibility 1	1	positive
meloxicam	osteoarthritis susceptibility 2	1	positive
meloxicam	osteoarthritis susceptibility 3	1	positive
meloxicam	progressive pseudorheumatoid arthropathy of childhood	1	positive
meloxicam	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	1	positive
melphalan	alveolar rhabdomyosarcoma	1	positive
melphalan	neuroblastoma, susceptibility to, 1	1	positive
memantine	alzheimer disease type 1	1	positive
memantine	alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology	1	positive
memantine	dementia/parkinsonism with non-alzheimer amyloid plaques	1	positive
meperidine	insensitivity to pain with hyperplastic myelinopathy	1	positive
mephenytoin	alopecia-epilepsy-pyorrhea-intellectual disability syndrome	1	positive
meprobamate	acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome	1	positive
meprobamate	dystonia 9	1	positive
meprobamate	hyperthermia, cutaneous, with headaches and nausea	1	positive
mercaptopurine	b-cell chronic lymphocytic leukemia	1	positive
mercaptopurine	inflammatory bowel disease 1	1	positive
mercaptopurine	inflammatory bowel disease 11	1	positive
mercaptopurine	leukemia, chronic lymphocytic, susceptibility to, 2	1	positive
mercaptopurine	lymphoblastic leukemia, acute, with lymphomatous features	1	positive
mesalazine	inflammatory bowel disease 1	1	positive
metamfetamine	choroideremia-deafness-obesity syndrome	1	positive
metamfetamine	hereditary attention deficit-hyperactivity disorder	1	positive
metamfetamine	inherited obesity	1	positive
metamfetamine	prolactin deficiency with obesity and enlarged testes	1	positive
metformin	maturity-onset diabetes of the young type 1	1	positive
metformin	maturity-onset diabetes of the young type 2	1	positive
metformin	maturity-onset diabetes of the young type 3	1	positive
metformin	pronation-supination of the forearm, impairment of	1	positive
methadone	insensitivity to pain with hyperplastic myelinopathy	1	positive
methimazole	graves disease, susceptibility to, 1	1	positive
methotrexate	alveolar rhabdomyosarcoma	1	positive
methotrexate	ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia	1	positive
methotrexate	cdh1-related diffuse gastric and lobular breast cancer syndrome	1	positive
methotrexate	classic hodgkin lymphoma	1	positive
methotrexate	colorectal cancer	1	positive
methotrexate	dohle bodies and leukemia	1	positive
methotrexate	esophageal cancer	1	positive
methotrexate	grubben-de cock-borghgraef syndrome	1	positive
methotrexate	hereditary breast carcinoma	1	positive
methotrexate	hydatidiform mole, recurrent, 1	1	positive
methotrexate	leukemia, acute myelocytic, with polyposis coli and colon cancer	1	positive
methotrexate	leukemia, chronic lymphocytic, susceptibility to, 2	1	positive
methotrexate	lichen sclerosus et atrophicus	1	positive
methotrexate	lymphoblastic leukemia, acute, with lymphomatous features	1	positive
methotrexate	mismatch repair cancer syndrome 1	1	positive
methotrexate	reticulum cell sarcoma	1	positive
methotrexate	small cell lung carcinoma	1	positive
methotrexate	testicular germ cell tumor	1	positive
methotrexate	urinary bladder cancer	1	positive
methotrimeprazine	insensitivity to pain with hyperplastic myelinopathy	1	positive
methyclothiazide	greenberg dysplasia	1	positive
methyl aminolevulinate	diffuse idiopathic skeletal hyperostosis	1	positive
methyldopa	autosomal dominant progressive nephropathy with hypertension	1	positive
methyldopa	obsolete hypertension, diastolic, resistance to	1	positive
methylergometrine	migraine with or without aura, susceptibility to, 1	1	positive
methylphenidate	hereditary attention deficit-hyperactivity disorder	1	positive
methylprednisolone	asthma, nasal polyps, and aspirin intolerance	1	positive
methylprednisolone	insect stings, hypersensitivity to	1	positive
methylprednisolone	mismatch repair cancer syndrome 1	1	positive
methylprednisolone	obsolete immune suppression	1	positive
methylprednisolone	osteoarthritis susceptibility 2	1	positive
metipranolol	glaucoma 1, open angle, a	1	positive
metipranolol	glaucoma type 1c	1	positive
metipranolol	optn-related open angle glaucoma	1	positive
metoclopramide	migraine with or without aura, susceptibility to, 1	1	positive
metolazone	autosomal dominant progressive nephropathy with hypertension	1	positive
metolazone	greenberg dysplasia	1	positive
metolazone	obsolete hypertension, diastolic, resistance to	1	positive
metoprolol	atrial fibrillation, familial, 1	1	positive
metoprolol	atrial fibrillation, familial, 3	1	positive
metoprolol	autosomal dominant progressive nephropathy with hypertension	1	positive
metoprolol	blepharophimosis, ptosis, and epicanthus inversus syndrome	1	positive
metoprolol	mvp1	1	positive
metoprolol	obsolete hypertension, diastolic, resistance to	1	positive
metoprolol	tremor, hereditary essential, 1	1	positive
mexiletine	ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	1	positive
miconazole	candidiasis, familial, 1	1	positive
miconazole	predisposition to invasive fungal disease due to card9 deficiency	1	positive
midodrine	multiple system atrophy 1, susceptibility to	1	positive
midodrine	mvp1	1	positive
midodrine	peripheral motor neuropathy-dysautonomia syndrome	1	positive
miglitol	maturity-onset diabetes of the young type 1	1	positive
miglitol	maturity-onset diabetes of the young type 2	1	positive
miglitol	maturity-onset diabetes of the young type 3	1	positive
minocycline	pyogenic arthritis-pyoderma gangrenosum-acne syndrome	1	positive
minoxidil	alopecia-epilepsy-pyorrhea-intellectual disability syndrome	1	positive
minoxidil	autosomal dominant progressive nephropathy with hypertension	1	positive
minoxidil	obsolete hypertension, diastolic, resistance to	1	positive
misoprostol	osteoarthritis susceptibility 2	1	positive
misoprostol	tremor-nystagmus-duodenal ulcer syndrome	1	positive
mitomycin	cdh1-related diffuse gastric and lobular breast cancer syndrome	1	positive
mitoxantrone	classic hodgkin lymphoma	1	positive
mitoxantrone	insensitivity to pain with hyperplastic myelinopathy	1	positive
mitoxantrone	leukemia, chronic lymphocytic, susceptibility to, 2	1	positive
mitoxantrone	lymphoblastic leukemia, acute, with lymphomatous features	1	positive
mitoxantrone	multiple sclerosis, susceptibility to 1	1	positive
mitoxantrone	prostate cancer, hereditary	1	positive
mitoxantrone	reticulum cell sarcoma	1	positive
modafinil	flushing of ears and somnolence	1	positive
modafinil	hereditary attention deficit-hyperactivity disorder	1	positive
modafinil	multiple sclerosis, susceptibility to 1	1	positive
moexipril	autosomal dominant progressive nephropathy with hypertension	1	positive
moexipril	hypoparathyroidism-deafness-renal disease syndrome	1	positive
moexipril	obsolete hypertension, diastolic, resistance to	1	positive
mometasone	asthma, nasal polyps, and aspirin intolerance	1	positive
mometasone	grubben-de cock-borghgraef syndrome	1	positive
mometasone	inherited susceptibility to asthma	1	positive
montelukast	asthma, nasal polyps, and aspirin intolerance	1	positive
montelukast	berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification	1	positive
montelukast	inherited susceptibility to asthma	1	positive
morphine	insensitivity to pain with hyperplastic myelinopathy	1	positive
moxifloxacin	asthma, nasal polyps, and aspirin intolerance	1	positive
nabumetone	insensitivity to pain with hyperplastic myelinopathy	1	positive
nabumetone	osteoarthritis susceptibility 2	1	positive
nadolol	autosomal dominant progressive nephropathy with hypertension	1	positive
nadolol	blepharophimosis, ptosis, and epicanthus inversus syndrome	1	positive
nadolol	mvp1	1	positive
nadolol	obsolete hypertension, diastolic, resistance to	1	positive
nadolol	tremor, hereditary essential, 1	1	positive
nadolol	tremor-nystagmus-duodenal ulcer syndrome	1	positive
nalbuphine	insensitivity to pain with hyperplastic myelinopathy	1	positive
naltrexone	alcohol dependence	1	positive
naproxen	exostoses-anetodermia-brachydactyly type e syndrome	1	positive
naproxen	hyperthermia, cutaneous, with headaches and nausea	1	positive
naproxen	insensitivity to pain with hyperplastic myelinopathy	1	positive
naproxen	legg-calve-perthes disease	1	positive
naproxen	migraine with or without aura, susceptibility to, 1	1	positive
naproxen	obsolete exostoses of heel	1	positive
naproxen	osteoarthritis susceptibility 1	1	positive
naproxen	osteoarthritis susceptibility 2	1	positive
naproxen	osteoarthritis susceptibility 3	1	positive
naproxen	peripheral motor neuropathy-dysautonomia syndrome	1	positive
naproxen	progressive pseudorheumatoid arthropathy of childhood	1	positive
naproxen	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	1	positive
nateglinide	maturity-onset diabetes of the young type 1	1	positive
nateglinide	maturity-onset diabetes of the young type 2	1	positive
nateglinide	maturity-onset diabetes of the young type 3	1	positive
(-)-nebivolol	autosomal dominant progressive nephropathy with hypertension	1	positive
(-)-nebivolol	blepharophimosis, ptosis, and epicanthus inversus syndrome	1	positive
(-)-nebivolol	mvp1	1	positive
(-)-nebivolol	obsolete hypertension, diastolic, resistance to	1	positive
nedocromil	asthma, nasal polyps, and aspirin intolerance	1	positive
nedocromil	inherited susceptibility to asthma	1	positive
neostigmine	tooth ankylosis	1	positive
niacin	hypercholesterolemia, autosomal dominant, type b	1	positive
nicardipine	autosomal dominant progressive nephropathy with hypertension	1	positive
nicardipine	obsolete hypertension, diastolic, resistance to	1	positive
nifedipine	autosomal dominant progressive nephropathy with hypertension	1	positive
nifedipine	obsolete hypertension, diastolic, resistance to	1	positive
nimodipine	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	1	positive
nimodipine	obsolete susceptibility to ischemic stroke	1	positive
nisoldipine	autosomal dominant progressive nephropathy with hypertension	1	positive
