drug_name	disease_name	label	source
fursultiamine	autism	1	positive
fursultiamine	autism, susceptibility to, 3	1	positive
fursultiamine	autism, susceptibility to, 8	1	positive
fursultiamine	autism, susceptibility to, x-linked 1	1	positive
fursultiamine	autism, susceptibility to, x-linked 2	1	positive
fursultiamine	autism, susceptibility to, x-linked 3	1	positive
fursultiamine	intellectual developmental disorder with autism and speech delay	1	positive
gabapentin	amyotrophic lateral sclerosis type 1	1	positive
gabapentin	ataxia with myoclonic epilepsy and presenile dementia	1	positive
gabapentin	developmental and epileptic encephalopathy, 6a	1	positive
gabapentin	epilepsy, childhood absence, susceptibility to, 1	1	positive
gabapentin	epilepsy, idiopathic generalized, susceptibility to, 11	1	positive
gabapentin	epilepsy, idiopathic generalized, susceptibility to, 7	1	positive
gabapentin	epilepsy, idiopathic generalized, susceptibility to, 9	1	positive
gabapentin	epilepsy, juvenile absence, susceptibility to, 1	1	positive
gabapentin	epilepsy, x-linked 1, with variable learning disabilities and behavior disorders	1	positive
gabapentin	febrile seizures, familial, 8	1	positive
gabapentin	hyperhidrosis palmaris et plantaris	1	positive
gabapentin	insensitivity to pain with hyperplastic myelinopathy	1	positive
gabapentin	migraine with or without aura, susceptibility to, 1	1	positive
gabapentin	optic atrophy, hearing loss, and peripheral neuropathy, autosomal dominant	1	positive
gabapentin	primary erythermalgia	1	positive
gabapentin	restless legs syndrome, susceptibility to, 1	1	positive
gabapentin	restless legs syndrome, susceptibility to, 2	1	positive
gabapentin	retinal degeneration and epilepsy	1	positive
gabapentin	rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	1	positive
gabapentin	spinocerebellar ataxia 7	1	positive
gabapentin	spinocerebellar ataxia type 1	1	positive
gabapentin	spinocerebellar ataxia type 2	1	positive
gabapentin	spinocerebellar ataxia type 4	1	positive
gabapentin	spinocerebellar ataxia type 5	1	positive
gabapentin	spinocerebellar ataxia type 6	1	positive
gabapentin	tremor, hereditary essential, 1	1	positive
galantamine	15q11q13 microduplication syndrome	1	positive
galantamine	alzheimer disease 2	1	positive
galantamine	alzheimer disease 3	1	positive
galantamine	alzheimer disease 4	1	positive
galantamine	alzheimer disease 5	1	positive
galantamine	alzheimer disease 6	1	positive
galantamine	alzheimer disease 9	1	positive
galantamine	alzheimer disease type 1	1	positive
galantamine	alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology	1	positive
galantamine	autism, susceptibility to, 3	1	positive
galantamine	autism, susceptibility to, 8	1	positive
galantamine	autism, susceptibility to, x-linked 1	1	positive
galantamine	autism, susceptibility to, x-linked 2	1	positive
galantamine	autism, susceptibility to, x-linked 3	1	positive
galantamine	dementia/parkinsonism with non-alzheimer amyloid plaques	1	positive
galantamine	intellectual developmental disorder with autism and speech delay	1	positive
galeterone	prostate cancer, hereditary	1	positive
gallium maltolate	hepatocellular carcinoma	1	positive
gallium nitrate	hepatocellular carcinoma	1	positive
gallium nitrate	lymphoma, non-hodgkin, familial	1	positive
gallopamil	ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	1	positive
gamma-hydroxybutyric acid	narcolepsy 1	1	positive
gamma-hydroxybutyric acid	narcolepsy 2, susceptibility to	1	positive
gamma-tocopherol	inherited susceptibility to asthma	1	positive
gamma-tocopherol	prostate cancer, hereditary	1	positive
gefitinib	colorectal cancer	1	positive
gefitinib	colorectal cancer, susceptibility to, 1	1	positive
gefitinib	hepatocellular carcinoma	1	positive
gefitinib	hereditary breast carcinoma	1	positive
gefitinib	lung cancer susceptibility 1	1	positive
gefitinib	ovarian cancer, susceptibility to, 1	1	positive
gefitinib	prostate cancer, hereditary	1	positive
gefitinib	pulmonary hypertension, primary, 1	1	positive
gefitinib	urinary bladder cancer	1	positive
gemcitabine	classic hodgkin lymphoma	1	positive
gemcitabine	colorectal cancer	1	positive
gemcitabine	colorectal cancer, susceptibility to, 1	1	positive
gemcitabine	dilated mediastinal arteries	1	positive
gemcitabine	familial pancreatic carcinoma	1	positive
gemcitabine	hereditary breast carcinoma	1	positive
gemcitabine	hereditary papillary renal cell carcinoma	1	positive
gemcitabine	lung cancer susceptibility 1	1	positive
gemcitabine	lymphoma, non-hodgkin, familial	1	positive
gemcitabine	nonpapillary renal cell carcinoma	1	positive
gemcitabine	ovarian cancer, susceptibility to, 1	1	positive
gemcitabine	pancreatic cancer, susceptibility to, 1	1	positive
gemcitabine	prostate cancer, hereditary	1	positive
gemcitabine	urinary bladder cancer	1	positive
gemfibrozil	atherosclerosis susceptibility	1	positive
gemfibrozil	coronary heart disease, susceptibility to, 2	1	positive
gemfibrozil	coronary heart disease, susceptibility to, 3	1	positive
gemfibrozil	coronary heart disease, susceptibility to, 4	1	positive
gemfibrozil	coronary heart disease, susceptibility to, 5	1	positive
gemfibrozil	hypercholesterolemia, autosomal dominant, type b	1	positive
gemfibrozil	hypoalphalipoproteinemia, primary, 1	1	positive
gemfibrozil	pancreatitis, sclerosing cholangitis, and sicca complex	1	positive
genistein	hepatocellular carcinoma	1	positive
genistein	hereditary breast carcinoma	1	positive
genistein	lung cancer	1	positive
genistein	lung cancer susceptibility 1	1	positive
genistein	myocardial infarction, susceptibility to	1	positive
genistein	myocardial infarction, susceptibility to, 2	1	positive
genistein	obsolete bone mineral density quantitative trait locus 1	1	positive
genistein	ovarian cancer, susceptibility to, 1	1	positive
genistein	prostate cancer, hereditary	1	positive
genistein	type 2 diabetes mellitus	1	positive
gentamicin	otitis media, susceptibility to	1	positive
geraniol	allergic rhinitis, susceptibility to	1	positive
geraniol	atherosclerosis susceptibility	1	positive
geraniol	autosomal recessive juvenile parkinson disease 2	1	positive
geraniol	familial pancreatic carcinoma	1	positive
geraniol	hereditary breast carcinoma	1	positive
geraniol	hyperimmunoglobulinemia d with periodic fever	1	positive
geraniol	inflammatory bowel disease 11	1	positive
geraniol	inherited obesity	1	positive
geraniol	inherited susceptibility to asthma	1	positive
geraniol	lung cancer	1	positive
geraniol	lung cancer susceptibility 1	1	positive
geraniol	pancreatic cancer, susceptibility to, 1	1	positive
geraniol	prostate cancer, hereditary	1	positive
geraniol	ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	1	positive
gimeracil	cdh1-related diffuse gastric and lobular breast cancer syndrome	1	positive
gimeracil	familial pancreatic carcinoma	1	positive
gimeracil	pancreatic cancer, susceptibility to, 1	1	positive
ginsenoside b2	autosomal recessive juvenile parkinson disease 2	1	positive
ginsenoside b2	myocardial infarction, susceptibility to	1	positive
ginsenoside b2	myocardial infarction, susceptibility to, 2	1	positive
ginsenoside b2	type 2 diabetes mellitus	1	positive
ginsenoside rb1	myocardial infarction, susceptibility to	1	positive
ginsenoside rb1	myocardial infarction, susceptibility to, 2	1	positive
ginsenoside rg1	myocardial infarction, susceptibility to	1	positive
ginsenoside rg1	myocardial infarction, susceptibility to, 2	1	positive
gliclazide	myocardial infarction, susceptibility to	1	positive
gliclazide	myocardial infarction, susceptibility to, 2	1	positive
glimepiride	maturity-onset diabetes of the young type 1	1	positive
glimepiride	maturity-onset diabetes of the young type 2	1	positive
glimepiride	maturity-onset diabetes of the young type 3	1	positive
glipizide	maturity-onset diabetes of the young type 1	1	positive
glipizide	maturity-onset diabetes of the young type 2	1	positive
glipizide	maturity-onset diabetes of the young type 3	1	positive
gluconic acid	ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	1	positive
glucosamine	inflammatory bowel disease 1	1	positive
glucosamine	obsolete bone mineral density quantitative trait locus 1	1	positive
glucosamine	obsolete susceptibility to ischemic stroke	1	positive
glucosamine	osteoarthritis susceptibility 1	1	positive
glucosamine	osteoarthritis susceptibility 2	1	positive
glucosamine	osteoarthritis susceptibility 3	1	positive
glucosamine	osteoporosis	1	positive
glucosamine	progressive pseudorheumatoid arthropathy of childhood	1	positive
glucosamine	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	1	positive
glutathione	ovarian cancer, susceptibility to, 1	1	positive
glutathione	polycystic ovary syndrome	1	positive
glyburide	maturity-onset diabetes of the young type 1	1	positive
glyburide	maturity-onset diabetes of the young type 2	1	positive
glyburide	maturity-onset diabetes of the young type 3	1	positive
glycerin	stroke, susceptibility to, 1	1	positive
gold	rheumatoid arthritis	1	positive
gonadorelin	hypogonadotropic hypogonadism 7 with or without anosmia	1	positive
gonadorelin	prostate cancer, hereditary	1	positive
goserelin	alzheimer disease type 1	1	positive
goserelin	endometriosis, susceptibility to, 1	1	positive
goserelin	hereditary breast carcinoma	1	positive
goserelin	prostate cancer, hereditary	1	positive
goserelin	prostate cancer, hereditary, 1	1	positive
granisetron	hyperthermia, cutaneous, with headaches and nausea	1	positive
guaifenesin	inherited susceptibility to asthma	1	positive
guanadrel	autosomal dominant progressive nephropathy with hypertension	1	positive
guanadrel	obsolete hypertension, diastolic, resistance to	1	positive
guanethidine	autosomal dominant progressive nephropathy with hypertension	1	positive
guanethidine	myocardial infarction, susceptibility to	1	positive
guanethidine	myocardial infarction, susceptibility to, 2	1	positive
guanethidine	obsolete hypertension, diastolic, resistance to	1	positive
guanfacine	15q11q13 microduplication syndrome	1	positive
guanfacine	autism	1	positive
guanfacine	autism, susceptibility to, 3	1	positive
guanfacine	autism, susceptibility to, 8	1	positive
guanfacine	autism, susceptibility to, x-linked 1	1	positive
guanfacine	autism, susceptibility to, x-linked 2	1	positive
guanfacine	autism, susceptibility to, x-linked 3	1	positive
guanfacine	autosomal dominant progressive nephropathy with hypertension	1	positive
guanfacine	hereditary attention deficit-hyperactivity disorder	1	positive
guanfacine	intellectual developmental disorder with autism and speech delay	1	positive
guanfacine	obsolete hypertension, diastolic, resistance to	1	positive
guanidine	branchial myoclonus with spastic paraparesis and cerebellar ataxia	1	positive
guanidine	cranial nerves, recurrent paresis of	1	positive
guanidine	spastic paraparesis-deafness syndrome	1	positive
haloperidol	15q11q13 microduplication syndrome	1	positive
haloperidol	alzheimer disease type 1	1	positive
haloperidol	autism	1	positive
haloperidol	autism, susceptibility to, 3	1	positive
haloperidol	autism, susceptibility to, 8	1	positive
haloperidol	autism, susceptibility to, x-linked 1	1	positive
haloperidol	autism, susceptibility to, x-linked 2	1	positive
haloperidol	autism, susceptibility to, x-linked 3	1	positive
haloperidol	epilepsy, childhood absence, susceptibility to, 1	1	positive
haloperidol	epilepsy, juvenile absence, susceptibility to, 1	1	positive
haloperidol	hereditary progressive chorea without dementia	1	positive
haloperidol	intellectual developmental disorder with autism and speech delay	1	positive
haloperidol	lewy body dementia	1	positive
haloperidol	major depressive disorder	1	positive
haloperidol	polysubstance abuse, susceptibility to	1	positive
haloperidol	schizophrenia 1	1	positive
haloperidol	schizophrenia 3	1	positive
haloperidol	schizophrenia 4	1	positive
haloperidol	schizophrenia 5	1	positive
haloperidol	schizophrenia 6	1	positive
haloperidol	schizophrenia 7	1	positive
haloperidol	schizophrenia 8	1	positive
haloperidol	schizophrenia 9	1	positive
haloperidol	spastic paraplegia, optic atrophy, and dementia	1	positive
halothane	inherited susceptibility to asthma	1	positive
hematin	prostate cancer, hereditary	1	positive
hematin	type 2 diabetes mellitus	1	positive
hemin	prostate cancer, hereditary	1	positive
hemin	type 2 diabetes mellitus	1	positive
heparin	inflammatory bowel disease 1	1	positive
heparin	inherited susceptibility to asthma	1	positive
heparin	lung cancer	1	positive
heparin	lung cancer susceptibility 1	1	positive
heparin	myocardial infarction, susceptibility to	1	positive
heparin	myocardial infarction, susceptibility to, 2	1	positive
heparin	obsolete susceptibility to ischemic stroke	1	positive
heparin	preeclampsia/eclampsia 1	1	positive
heparin	stroke, susceptibility to, 1	1	positive
heparin, bovine	inflammatory bowel disease 1	1	positive
heparin, bovine	inherited susceptibility to asthma	1	positive
heparin, bovine	lung cancer	1	positive
heparin, bovine	lung cancer susceptibility 1	1	positive
heparin, bovine	myocardial infarction, susceptibility to	1	positive
heparin, bovine	myocardial infarction, susceptibility to, 2	1	positive
heparin, bovine	obsolete susceptibility to ischemic stroke	1	positive
heparin, bovine	preeclampsia/eclampsia 1	1	positive
heparin, bovine	stroke, susceptibility to, 1	1	positive
hesperidin	hepatocellular carcinoma	1	positive
histamine	ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	1	positive
histidinol	fanconi renotubular syndrome 1	1	positive
histidinol	glycogen storage disease due to glut2 deficiency	1	positive
huperzine a	alzheimer disease type 1	1	positive
hydralazine	atherosclerosis susceptibility	1	positive
hydralazine	autosomal dominant progressive nephropathy with hypertension	1	positive
hydralazine	dilated cardiomyopathy 1a	1	positive
hydralazine	essential hypertension, genetic	1	positive
hydralazine	focal segmental glomerulosclerosis 1	1	positive
hydralazine	focal segmental glomerulosclerosis 3, susceptibility to	1	positive
hydralazine	obsolete hypertension, diastolic, resistance to	1	positive
hydralazine	preeclampsia/eclampsia 1	1	positive
hydrochlorothiazide	acroosteolysis dominant type	1	positive
hydrochlorothiazide	atherosclerosis susceptibility	1	positive
hydrochlorothiazide	autosomal dominant progressive nephropathy with hypertension	1	positive
hydrochlorothiazide	chylous ascites	1	positive
hydrochlorothiazide	diabetes insipidus, nephrogenic, autosomal	1	positive
hydrochlorothiazide	diabetes insipidus, nephrogenic, x-linked	1	positive
hydrochlorothiazide	enteropathy, familial, with villous edema and immunoglobulin g2 deficiency	1	positive
hydrochlorothiazide	focal segmental glomerulosclerosis 1	1	positive
hydrochlorothiazide	focal segmental glomerulosclerosis 3, susceptibility to	1	positive
hydrochlorothiazide	greenberg dysplasia	1	positive
hydrochlorothiazide	neurohypophyseal diabetes insipidus	1	positive
hydrochlorothiazide	obsolete hypertension, diastolic, resistance to	1	positive
hydrocodone	hereditary sensory and autonomic neuropathy type 1b	1	positive
hydrocodone	insensitivity to pain with hyperplastic myelinopathy	1	positive
hydrocortisone	autoimmune thrombocytopenic purpura	1	positive
hydrocortisone	b-cell chronic lymphocytic leukemia	1	positive
hydrocortisone	burkitt lymphoma	1	positive
hydrocortisone	congenital isolated adrenocorticotropic hormone deficiency	1	positive
hydrocortisone	dermatitis, atopic, 3	1	positive
hydrocortisone	dermatitis, atopic, 4	1	positive
hydrocortisone	dermatitis, atopic, 5	1	positive
hydrocortisone	dermatosis papulosa nigra	1	positive
hydrocortisone	grubben-de cock-borghgraef syndrome	1	positive
hydrocortisone	hereditary breast carcinoma	1	positive
hydrocortisone	inflammatory bowel disease 1	1	positive
hydrocortisone	inherited susceptibility to asthma	1	positive
hydrocortisone	leukemia, chronic lymphocytic, susceptibility to, 2	1	positive
hydrocortisone	otitis media, susceptibility to	1	positive
hydrocortisone	prostate cancer, hereditary	1	positive
hydromorphone	hereditary sensory and autonomic neuropathy type 1b	1	positive
hydromorphone	insensitivity to pain with hyperplastic myelinopathy	1	positive
hydroquinidine	iga nephropathy, susceptibility to, 1	1	positive
hydroquinine	iga nephropathy, susceptibility to, 1	1	positive
hydroxocobalamin	celiac disease, susceptibility to, 5	1	positive
hydroxocobalamin	pernicious anemia	1	positive
hydroxychloroquine	psoriatic arthritis, susceptibility to	1	positive
hydroxychloroquine	systemic lupus erythematosus, susceptibility to, 1	1	positive
hydroxychloroquine	systemic lupus erythematosus, susceptibility to, 2	1	positive
hydroxychloroquine	systemic lupus erythematosus, susceptibility to, 3	1	positive
hydroxychloroquine	systemic lupus erythematosus, susceptibility to, 4	1	positive
hydroxyprogesterone caproate	ovarian hyperstimulation syndrome	1	positive
hydroxyurea	dilated mediastinal arteries	1	positive
hydroxyurea	hereditary papillary renal cell carcinoma	1	positive
hydroxyurea	melanoma, cutaneous malignant, susceptibility to, 1	1	positive
hydroxyurea	melanoma, cutaneous malignant, susceptibility to, 2	1	positive
hydroxyurea	mismatch repair cancer syndrome 1	1	positive
hydroxyurea	nonpapillary renal cell carcinoma	1	positive
hydroxyurea	prostate cancer, hereditary	1	positive
hydroxyurea	psoriasis 1, susceptibility to	1	positive
hydroxyurea	psoriasis 2	1	positive
hydroxyurea	psoriasis 3, susceptibility to	1	positive
hydroxyurea	psoriasis 4, susceptibility to	1	positive
hydroxyurea	psoriasis 5, susceptibility to	1	positive
hydroxyurea	psoriasis 6, susceptibility to	1	positive
hydroxyurea	psoriasis 7, susceptibility to	1	positive
hydroxyurea	psoriasis 9, susceptibility to	1	positive
hydroxyurea	pulmonary hypertension, primary, 1	1	positive
hydroxyurea	sickle cell disease	1	positive
hydroxyurea	stroke, susceptibility to, 1	1	positive
hydroxyurea	thrombocythemia 1	1	positive
hydroxyurea	thrombocythemia 2	1	positive
hydroxyzine	dermatitis, atopic, 3	1	positive
hydroxyzine	dermatitis, atopic, 4	1	positive
hydroxyzine	dermatitis, atopic, 5	1	positive
hydroxyzine	hyperthermia, cutaneous, with headaches and nausea	1	positive
hydroxyzine	insensitivity to pain with hyperplastic myelinopathy	1	positive
hyoscyamine	acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome	1	positive
hyoscyamine	autosomal dominant parkinson disease 1	1	positive
hyoscyamine	autosomal dominant parkinson disease 8	1	positive
hyoscyamine	autosomal recessive early-onset parkinson disease 7	1	positive
hyoscyamine	autosomal recessive juvenile parkinson disease 2	1	positive
hyoscyamine	enterocolitis	1	positive
hyoscyamine	hyperhidrosis palmaris et plantaris	1	positive
hyoscyamine	late-onset parkinson disease	1	positive
hyoscyamine	parkinson disease 11, autosomal dominant, susceptibility to	1	positive
hyoscyamine	parkinson disease 3, autosomal dominant	1	positive
hyoscyamine	parkinson disease, mitochondrial	1	positive
hyoscyamine	parkinsonian-pyramidal syndrome	1	positive
hyoscyamine	pelger-huet-like anomaly and episodic fever with abdominal pain	1	positive
hyoscyamine	tremor-nystagmus-duodenal ulcer syndrome	1	positive
ibandronate	acroosteolysis dominant type	1	positive
ibrutinib	leukemia, chronic lymphocytic, susceptibility to, 2	1	positive
ibrutinib	x-linked lymphoproliferative disease due to sh2d1a deficiency	1	positive
ibuprofen	alzheimer disease type 1	1	positive
ibuprofen	colorectal cancer	1	positive
ibuprofen	colorectal cancer, susceptibility to, 1	1	positive
ibuprofen	cystic fibrosis	1	positive
ibuprofen	endometriosis, susceptibility to, 1	1	positive
ibuprofen	familial pancreatic carcinoma	1	positive
ibuprofen	hyperthermia, cutaneous, with headaches and nausea	1	positive
ibuprofen	insensitivity to pain with hyperplastic myelinopathy	1	positive
ibuprofen	legg-calve-perthes disease	1	positive
ibuprofen	osteoarthritis susceptibility 1	1	positive
ibuprofen	osteoarthritis susceptibility 2	1	positive
ibuprofen	osteoarthritis susceptibility 3	1	positive
ibuprofen	pancreatic cancer, susceptibility to, 1	1	positive
ibuprofen	pda1	1	positive
ibuprofen	peripheral motor neuropathy-dysautonomia syndrome	1	positive
ibuprofen	progressive pseudorheumatoid arthropathy of childhood	1	positive
ibuprofen	prostate cancer, hereditary	1	positive
ibuprofen	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	1	positive
ibuprofen	spondyloarthropathy, susceptibility to, 1	1	positive
ibuprofen	systemic lupus erythematosus, susceptibility to, 1	1	positive
ibuprofen	systemic lupus erythematosus, susceptibility to, 2	1	positive
ibuprofen	systemic lupus erythematosus, susceptibility to, 3	1	positive
ibuprofen	systemic lupus erythematosus, susceptibility to, 4	1	positive
ibutilide	atrial fibrillation, familial, 1	1	positive
ibutilide	atrial fibrillation, familial, 3	1	positive
ibutilide	ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	1	positive
icariin	alzheimer disease type 1	1	positive
icariin	hyperostosis corticalis generalisata	1	positive
icariin	melnick-needles syndrome	1	positive
icariin	obsolete bone mineral density quantitative trait locus 1	1	positive
icariin	osteoporosis	1	positive
icariin	schwartz-jampel syndrome type 1	1	positive
icariin	spondyloepiphyseal dysplasia tarda, x-linked	1	positive
icatibant	hereditary angioedema with c1inh deficiency	1	positive
icosapent	cystic fibrosis	1	positive
idarubicin	dilated mediastinal arteries	1	positive
idarubicin	dohle bodies and leukemia	1	positive
idarubicin	lymphoblastic leukemia, acute, with lymphomatous features	1	positive
idarubicin	lymphoma, non-hodgkin, familial	1	positive
idazoxan	autosomal recessive juvenile parkinson disease 2	1	positive
ifenprodil	ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	1	positive
ifosfamide	b-cell chronic lymphocytic leukemia	1	positive
ifosfamide	bone osteosarcoma	1	positive
ifosfamide	cervical cancer	1	positive
ifosfamide	classic hodgkin lymphoma	1	positive
ifosfamide	familial pancreatic carcinoma	1	positive
ifosfamide	hereditary breast carcinoma	1	positive
ifosfamide	hereditary papillary renal cell carcinoma	1	positive
ifosfamide	leukemia, chronic lymphocytic, susceptibility to, 2	1	positive
ifosfamide	lung cancer	1	positive
ifosfamide	lung cancer susceptibility 1	1	positive
ifosfamide	lymphoblastic leukemia, acute, with lymphomatous features	1	positive
ifosfamide	lymphoma, non-hodgkin, familial	1	positive
ifosfamide	mismatch repair cancer syndrome 1	1	positive
ifosfamide	neuroblastoma, susceptibility to, 1	1	positive
ifosfamide	nonpapillary renal cell carcinoma	1	positive
ifosfamide	ovarian cancer, susceptibility to, 1	1	positive
ifosfamide	pancreatic cancer, susceptibility to, 1	1	positive
ifosfamide	prostate cancer, hereditary	1	positive
ifosfamide	urinary bladder cancer	1	positive
ifosfamide	wilms tumor 1	1	positive
ilepatril	inherited obesity	1	positive
iloprost	autosomal dominant progressive nephropathy with hypertension	1	positive
iloprost	essential hypertension, genetic	1	positive
iloprost	obsolete hypertension, diastolic, resistance to	1	positive
iloprost	preeclampsia/eclampsia 1	1	positive
iloprost	pulmonary hypertension, primary, 1	1	positive
iloprost	pulmonary hypertension, primary, 5	1	positive
imatinib	cdh1-related diffuse gastric and lobular breast cancer syndrome	1	positive
imatinib	diaphragmatic hernia 1	1	positive
imatinib	dilated mediastinal arteries	1	positive
imatinib	gastrointestinal stromal tumor	1	positive
imatinib	glioma susceptibility 1	1	positive
imatinib	glioma susceptibility 4	1	positive
imatinib	hereditary breast carcinoma	1	positive
imatinib	lung cancer susceptibility 1	1	positive
imatinib	lymphoblastic leukemia, acute, with lymphomatous features	1	positive
imatinib	mismatch repair cancer syndrome 1	1	positive
imatinib	myeloproliferative disorder, chronic, with eosinophilia	1	positive
imatinib	prostate cancer, hereditary	1	positive
imatinib	thrombocythemia 1	1	positive
imidapril	myocardial infarction, susceptibility to	1	positive
imidapril	myocardial infarction, susceptibility to, 2	1	positive
imipramine	enuresis, nocturnal, 1	1	positive
imipramine	hereditary attention deficit-hyperactivity disorder	1	positive
imipramine	insensitivity to pain with hyperplastic myelinopathy	1	positive
imipramine	major depressive disorder	1	positive
imipramine	nocturnal enuresis, 2	1	positive
imipramine	panic disorder 1	1	positive
imipramine	schizophrenia 1	1	positive
imipramine	schizophrenia 3	1	positive
imipramine	schizophrenia 4	1	positive
imipramine	schizophrenia 5	1	positive
imipramine	schizophrenia 6	1	positive
imipramine	schizophrenia 7	1	positive
imipramine	schizophrenia 8	1	positive
imipramine	schizophrenia 9	1	positive
imiquimod	basal cell carcinoma, susceptibility to, 1	1	positive
imiquimod	diffuse idiopathic skeletal hyperostosis	1	positive
imiquimod	familial dupuytren contracture	1	positive
imiquimod	kaposi sarcoma, susceptibility to	1	positive
indapamide	autosomal dominant progressive nephropathy with hypertension	1	positive
indapamide	enteropathy, familial, with villous edema and immunoglobulin g2 deficiency	1	positive
indapamide	greenberg dysplasia	1	positive
indapamide	nephrotic syndrome, type 4	1	positive
indapamide	obsolete hypertension, diastolic, resistance to	1	positive
indole-3-carbinol	cervical cancer	1	positive
indole-3-carbinol	hereditary breast carcinoma	1	positive
indomethacin	acute myeloid leukemia	1	positive
indomethacin	alzheimer disease type 1	1	positive
indomethacin	autosomal dominant pseudohypoaldosteronism type 1	1	positive
indomethacin	autosomal recessive juvenile parkinson disease 2	1	positive
indomethacin	bartter disease type 4a	1	positive
indomethacin	cdh1-related diffuse gastric and lobular breast cancer syndrome	1	positive
indomethacin	chronic myelogenous leukemia, bcr-abl1 positive	1	positive
indomethacin	colorectal cancer	1	positive
indomethacin	colorectal cancer, susceptibility to, 1	1	positive
indomethacin	diabetes insipidus, nephrogenic, autosomal	1	positive
indomethacin	diabetes insipidus, nephrogenic, x-linked	1	positive
indomethacin	endometriosis, susceptibility to, 1	1	positive
indomethacin	esophageal cancer	1	positive
indomethacin	exostoses-anetodermia-brachydactyly type e syndrome	1	positive
indomethacin	fanconi renotubular syndrome 1	1	positive
indomethacin	focal segmental glomerulosclerosis 1	1	positive
indomethacin	focal segmental glomerulosclerosis 3, susceptibility to	1	positive
indomethacin	gitelman syndrome	1	positive
indomethacin	glioma susceptibility 1	1	positive
indomethacin	glioma susceptibility 4	1	positive
indomethacin	glycogen storage disease due to glut2 deficiency	1	positive
indomethacin	hepatocellular carcinoma	1	positive
indomethacin	hereditary breast carcinoma	1	positive
indomethacin	hereditary papillary renal cell carcinoma	1	positive
indomethacin	hyperreflexia	1	positive
indomethacin	insensitivity to pain with hyperplastic myelinopathy	1	positive
indomethacin	letterer-siwe disease	1	positive
indomethacin	lung cancer	1	positive
indomethacin	lung cancer susceptibility 1	1	positive
indomethacin	migraine with or without aura, susceptibility to, 1	1	positive
indomethacin	nonpapillary renal cell carcinoma	1	positive
indomethacin	obsolete exostoses of heel	1	positive
indomethacin	osteoarthritis susceptibility 1	1	positive
indomethacin	osteoarthritis susceptibility 2	1	positive
indomethacin	osteoarthritis susceptibility 3	1	positive
indomethacin	ovarian hyperstimulation syndrome	1	positive
indomethacin	pda1	1	positive
indomethacin	progressive pseudorheumatoid arthropathy of childhood	1	positive
indomethacin	pseudohypoaldosteronism type 2a	1	positive
indomethacin	pseudohypoaldosteronism, type ib1, autosomal recessive	1	positive
indomethacin	pseudohypoparathyroidism type 1b	1	positive
indomethacin	pulmonary hypertension, primary, 1	1	positive
indomethacin	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	1	positive
indomethacin	spondyloarthropathy, susceptibility to, 1	1	positive
indomethacin	systemic lupus erythematosus	1	positive
indomethacin	systemic lupus erythematosus, susceptibility to, 1	1	positive
indomethacin	systemic lupus erythematosus, susceptibility to, 2	1	positive
indomethacin	systemic lupus erythematosus, susceptibility to, 3	1	positive
indomethacin	systemic lupus erythematosus, susceptibility to, 4	1	positive
indomethacin	urinary bladder cancer	1	positive
indoprofen	osteoarthritis susceptibility 1	1	positive
indoprofen	osteoarthritis susceptibility 2	1	positive
indoprofen	osteoarthritis susceptibility 3	1	positive
inositol	lung cancer	1	positive
inositol	lung cancer susceptibility 1	1	positive
inositol	neural tube defects, susceptibility to	1	positive
inositol	obsessive-compulsive disorder	1	positive
interferon alfa	thrombocythemia 1	1	positive
inulin	familial renal glucosuria	1	positive
iobenguane	pheochromocytoma/paraganglioma syndrome 1	1	positive
ioflupane i-123	tremor, hereditary essential, 1	1	positive
ioflupane i-123	tremor, hereditary essential, 2	1	positive
ipi-493	diabetes insipidus, nephrogenic, autosomal	1	positive
ipi-493	diabetes insipidus, nephrogenic, x-linked	1	positive
ipratropium	asthma, nasal polyps, and aspirin intolerance	1	positive
ipratropium	berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification	1	positive
ipratropium	inherited susceptibility to asthma	1	positive
irbesartan	atherosclerosis susceptibility	1	positive
irbesartan	autosomal dominant progressive nephropathy with hypertension	1	positive
irbesartan	coronary heart disease, susceptibility to, 2	1	positive
irbesartan	coronary heart disease, susceptibility to, 3	1	positive
irbesartan	coronary heart disease, susceptibility to, 4	1	positive
irbesartan	coronary heart disease, susceptibility to, 5	1	positive
irbesartan	hypoparathyroidism-deafness-renal disease syndrome	1	positive
irbesartan	iga nephropathy, susceptibility to, 1	1	positive
irbesartan	maturity-onset diabetes of the young type 1	1	positive
irbesartan	maturity-onset diabetes of the young type 2	1	positive
irbesartan	maturity-onset diabetes of the young type 3	1	positive
